### HY Dickens run | model=hy-mt1.5-7b host=http://localhost:1234 | workers=4 | pending atoms=2685
cache warm with 978 blocks
[1/2685] ok Authors/Dickens/Atomized/David_Copperfield/Chapter_43_ANOTHER_RETROSPECT/part_02.md | blocks 21 | 0m | 57 blk/min | 1 links to repair
[818/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_32/part_01.md | blocks 17476 | 601m | 29 blk/min | 12 links to repair
[819/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_32/part_03.md | blocks 17507 | 602m | 29 blk/min | 16 links to repair
[820/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_32/part_05.md | blocks 17528 | 603m | 29 blk/min | 5 links to repair
[821/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_02.md | blocks 17543 | 604m | 29 blk/min | 18 links to repair
[822/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_03.md | blocks 17578 | 606m | 29 blk/min | 11 links to repair
[823/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_01.md | blocks 17602 | 606m | 29 blk/min | 6 links to repair
[824/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_04.md | blocks 17627 | 607m | 29 blk/min | 11 links to repair
[825/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_05.md | blocks 17651 | 607m | 29 blk/min | 6 links to repair
[826/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_06.md | blocks 17670 | 609m | 29 blk/min | 16 links to repair
[827/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_01.md | blocks 17679 | 609m | 29 blk/min | 14 links to repair
[828/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_33/part_07.md | blocks 17715 | 610m | 29 blk/min | 13 links to repair
[829/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_02.md | blocks 17747 | 611m | 29 blk/min | 11 links to repair
[830/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_03.md | blocks 17768 | 611m | 29 blk/min | 11 links to repair
[831/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_06.md | blocks 17795 | 613m | 29 blk/min | 7 links to repair
[832/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_04.md | blocks 17825 | 613m | 29 blk/min | 12 links to repair
[833/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_05.md | blocks 17854 | 613m | 29 blk/min | 7 links to repair
[834/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_07.md | blocks 17886 | 614m | 29 blk/min | 12 links to repair
[835/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_34/part_08.md | blocks 17912 | 617m | 29 blk/min | 14 links to repair
[836/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_35/part_02.md | blocks 17944 | 617m | 29 blk/min | 16 links to repair
[837/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_35/part_01.md | blocks 17955 | 617m | 29 blk/min | 16 links to repair
[838/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_01.md | blocks 17966 | 618m | 29 blk/min | 14 links to repair
[839/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_04.md | blocks 17991 | 620m | 29 blk/min | 10 links to repair
REJECT Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_03.md: invented wikilink targets: ['L02>bambino】, ” disse scuotendo la testa; “nessuno ci crederebbe. Le sue espressioni, Lucretia. Solo ieri, parlando di funerali, ”\n\n“Temo,” disse il signor Dombey, interrompendola con impazienza, “che alcune di quelle persone al piano di sopra suggeriscano argomenti inappropriati a quel [[Child']
[841/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_02.md | blocks 18023 | 621m | 29 blk/min | 18 links to repair
[842/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_05.md | blocks 18039 | 623m | 29 blk/min | 19 links to repair
[843/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_07.md | blocks 18069 | 625m | 29 blk/min | 16 links to repair
[844/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_08.md | blocks 18103 | 625m | 29 blk/min | 13 links to repair
[845/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_36/part_06.md | blocks 18128 | 626m | 29 blk/min | 18 links to repair
[846/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_37/part_01.md | blocks 18137 | 627m | 29 blk/min | 11 links to repair
[847/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_37/part_02.md | blocks 18166 | 628m | 29 blk/min | 9 links to repair
[848/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_37/part_03.md | blocks 18190 | 630m | 29 blk/min | 10 links to repair
[849/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_37/part_04.md | blocks 18215 | 631m | 29 blk/min | 10 links to repair
[850/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_38/part_01.md | blocks 18234 | 631m | 29 blk/min | 7 links to repair
[851/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_37/part_05.md | blocks 18266 | 632m | 29 blk/min | 11 links to repair
[852/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_38/part_03.md | blocks 18291 | 633m | 29 blk/min | 6 links to repair
[853/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_38/part_02.md | blocks 18317 | 633m | 29 blk/min | 19 links to repair
[854/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_38/part_05.md | blocks 18342 | 634m | 29 blk/min | 7 links to repair
[855/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_38/part_04.md | blocks 18369 | 635m | 29 blk/min | 7 links to repair
[856/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_39/part_01.md | blocks 18393 | 636m | 29 blk/min | 17 links to repair
[857/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_39/part_02.md | blocks 18414 | 636m | 29 blk/min | 8 links to repair
[858/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_39/part_03.md | blocks 18426 | 637m | 29 blk/min | 18 links to repair
[859/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_39/part_06.md | blocks 18441 | 637m | 29 blk/min
[860/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_39/part_04.md | blocks 18478 | 638m | 29 blk/min | 9 links to repair
[861/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_39/part_05.md | blocks 18510 | 639m | 29 blk/min | 6 links to repair
[862/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_02.md | blocks 18542 | 640m | 29 blk/min | 7 links to repair
[863/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_01.md | blocks 18568 | 640m | 29 blk/min | 8 links to repair
[864/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_03.md | blocks 18602 | 640m | 29 blk/min | 3 links to repair
[865/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_06.md | blocks 18630 | 642m | 29 blk/min | 7 links to repair
[866/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_04.md | blocks 18650 | 642m | 29 blk/min | 15 links to repair
[867/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_05.md | blocks 18671 | 643m | 29 blk/min | 14 links to repair
[868/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_40/part_07.md | blocks 18695 | 644m | 29 blk/min | 17 links to repair
[869/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_41/part_03.md | blocks 18739 | 645m | 29 blk/min | 3 links to repair
[870/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_41/part_02.md | blocks 18774 | 645m | 29 blk/min | 17 links to repair
[871/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_41/part_01.md | blocks 18785 | 646m | 29 blk/min | 11 links to repair
[872/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_41/part_04.md | blocks 18812 | 647m | 29 blk/min | 12 links to repair
[873/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_41/part_05.md | blocks 18826 | 648m | 29 blk/min | 7 links to repair
[874/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_02.md | blocks 18850 | 649m | 29 blk/min | 8 links to repair
[875/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_01.md | blocks 18863 | 649m | 29 blk/min | 18 links to repair
[876/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_03.md | blocks 18875 | 650m | 29 blk/min | 9 links to repair
[877/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_05.md | blocks 18895 | 651m | 29 blk/min | 19 links to repair
[878/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_07.md | blocks 18925 | 652m | 29 blk/min | 10 links to repair
[879/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_04.md | blocks 18947 | 652m | 29 blk/min | 6 links to repair
[880/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_06.md | blocks 18958 | 652m | 29 blk/min | 12 links to repair
[881/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_08.md | blocks 18974 | 653m | 29 blk/min | 10 links to repair
[882/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_42/part_09.md | blocks 18998 | 655m | 29 blk/min | 8 links to repair
[883/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_43/part_02.md | blocks 19027 | 656m | 29 blk/min | 7 links to repair
REJECT Authors/Dickens/Atomized/Dombey_and_Son/Chapter_43/part_01.md: invented wikilink targets: ['L03)domenica mattina sventolava la bandiera dell’[[Union']
[885/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_43/part_03.md | blocks 19045 | 657m | 29 blk/min | 11 links to repair
[886/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_43/part_04.md | blocks 19063 | 658m | 29 blk/min | 8 links to repair
[887/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_43/part_06.md | blocks 19080 | 659m | 29 blk/min | 18 links to repair
[888/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_43/part_05.md | blocks 19097 | 659m | 29 blk/min | 16 links to repair
[889/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_44/part_01.md | blocks 19119 | 660m | 29 blk/min | 20 links to repair
[890/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_44/part_02.md | blocks 19156 | 662m | 29 blk/min | 5 links to repair
[891/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_45/part_02.md | blocks 19176 | 663m | 29 blk/min | 8 links to repair
[892/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_45/part_01.md | blocks 19186 | 664m | 29 blk/min | 13 links to repair
[893/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_45/part_03.md | blocks 19232 | 664m | 29 blk/min | 8 links to repair
[894/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_01.md | blocks 19252 | 667m | 29 blk/min | 13 links to repair
[895/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_45/part_04.md | blocks 19291 | 667m | 29 blk/min | 5 links to repair
[896/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_03.md | blocks 19314 | 667m | 29 blk/min | 8 links to repair
[897/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_02.md | blocks 19339 | 667m | 29 blk/min | 15 links to repair
[898/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_05.md | blocks 19379 | 670m | 29 blk/min | 12 links to repair
[899/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_06.md | blocks 19397 | 670m | 29 blk/min | 8 links to repair
[900/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_07.md | blocks 19432 | 671m | 29 blk/min | 14 links to repair
[901/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_46/part_04.md | blocks 19445 | 671m | 29 blk/min | 22 links to repair
[902/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_47/part_02.md | blocks 19475 | 673m | 29 blk/min | 7 links to repair
[903/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_47/part_01.md | blocks 19499 | 673m | 29 blk/min | 11 links to repair
[904/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_47/part_04.md | blocks 19527 | 674m | 29 blk/min | 10 links to repair
[905/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_47/part_03.md | blocks 19554 | 674m | 29 blk/min | 11 links to repair
[906/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_47/part_05.md | blocks 19569 | 676m | 29 blk/min | 7 links to repair
[907/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_48/part_02.md | blocks 19597 | 676m | 29 blk/min | 13 links to repair
[908/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_48/part_01.md | blocks 19618 | 676m | 29 blk/min | 4 links to repair
[909/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_48/part_03.md | blocks 19638 | 678m | 29 blk/min | 15 links to repair
[910/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_48/part_06.md | blocks 19646 | 679m | 29 blk/min | 10 links to repair
[911/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_48/part_04.md | blocks 19664 | 679m | 29 blk/min | 12 links to repair
[912/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_49/part_01.md | blocks 19691 | 680m | 29 blk/min | 7 links to repair
[913/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_48/part_05.md | blocks 19701 | 681m | 29 blk/min | 18 links to repair
[914/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_49/part_02.md | blocks 19733 | 681m | 29 blk/min | 8 links to repair
[915/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_49/part_03.md | blocks 19760 | 682m | 29 blk/min | 10 links to repair
[916/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_01.md | blocks 19792 | 683m | 29 blk/min | 5 links to repair
[917/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_49/part_04.md | blocks 19838 | 683m | 29 blk/min | 13 links to repair
[918/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_02.md | blocks 19864 | 684m | 29 blk/min | 13 links to repair
[919/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_03.md | blocks 19897 | 685m | 29 blk/min | 7 links to repair
[920/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_04.md | blocks 19924 | 685m | 29 blk/min | 10 links to repair
[921/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_05.md | blocks 19948 | 685m | 29 blk/min | 11 links to repair
[922/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_06.md | blocks 19974 | 687m | 29 blk/min | 7 links to repair
[923/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_50/part_07.md | blocks 20014 | 688m | 29 blk/min | 16 links to repair
REJECT Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_02.md: invented wikilink targets: ['L04>natura». Da quel momento in poi, Florence lottò con tutte le sue forze contro quella ferita crudele nel suo petto, cercando di pensare solo a colui il cui gesto l’aveva causata. Con speranza.\n\nSuo padre non lo sapeva; lei lo tenne nascosto da quel [[Time']
[925/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_01.md | blocks 20026 | 689m | 29 blk/min | 24 links to repair
[926/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_04.md | blocks 20054 | 690m | 29 blk/min | 8 links to repair
[927/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_03.md | blocks 20080 | 691m | 29 blk/min | 13 links to repair
[928/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_05.md | blocks 20103 | 692m | 29 blk/min | 12 links to repair
[929/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_06.md | blocks 20121 | 692m | 29 blk/min | 10 links to repair
[930/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_09.md | blocks 20137 | 695m | 29 blk/min | 7 links to repair
[931/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_08.md | blocks 20160 | 695m | 29 blk/min | 16 links to repair
[932/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_51/part_07.md | blocks 20181 | 696m | 29 blk/min | 10 links to repair
[933/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_52/part_01.md | blocks 20196 | 696m | 29 blk/min | 11 links to repair
[934/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_52/part_02.md | blocks 20231 | 698m | 29 blk/min | 17 links to repair
[935/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_52/part_03.md | blocks 20258 | 699m | 29 blk/min | 8 links to repair
[936/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_53/part_01.md | blocks 20284 | 699m | 29 blk/min | 15 links to repair
[937/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_52/part_04.md | blocks 20319 | 700m | 29 blk/min | 13 links to repair
[938/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_53/part_02.md | blocks 20340 | 701m | 29 blk/min | 11 links to repair
[939/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_53/part_04.md | blocks 20352 | 701m | 29 blk/min | 4 links to repair
[940/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_54/part_01.md | blocks 20395 | 702m | 29 blk/min | 7 links to repair
[941/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_53/part_03.md | blocks 20420 | 703m | 29 blk/min | 18 links to repair
[942/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_54/part_02.md | blocks 20447 | 704m | 29 blk/min | 6 links to repair
[943/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_54/part_03.md | blocks 20476 | 704m | 29 blk/min | 6 links to repair
[944/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_54/part_04.md | blocks 20510 | 705m | 29 blk/min | 11 links to repair
[945/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_54/part_05.md | blocks 20536 | 705m | 29 blk/min | 13 links to repair
[946/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_01.md | blocks 20553 | 706m | 29 blk/min | 14 links to repair
[947/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_54/part_06.md | blocks 20580 | 706m | 29 blk/min | 8 links to repair
[948/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_02.md | blocks 20606 | 707m | 29 blk/min | 6 links to repair
[949/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_03.md | blocks 20636 | 708m | 29 blk/min | 16 links to repair
[950/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_05.md | blocks 20662 | 709m | 29 blk/min | 9 links to repair
[951/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_04.md | blocks 20680 | 709m | 29 blk/min | 10 links to repair
[952/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_07.md | blocks 20691 | 710m | 29 blk/min | 6 links to repair
[953/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_55/part_06.md | blocks 20719 | 710m | 29 blk/min | 13 links to repair
[954/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_56/part_01.md | blocks 20741 | 712m | 29 blk/min | 20 links to repair
[955/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_56/part_02.md | blocks 20761 | 713m | 29 blk/min | 15 links to repair
[956/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_56/part_03.md | blocks 20788 | 714m | 29 blk/min | 11 links to repair
[957/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_56/part_04.md | blocks 20825 | 714m | 29 blk/min | 13 links to repair
[958/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_57/part_02.md | blocks 20858 | 715m | 29 blk/min | 9 links to repair
[959/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_57/part_01.md | blocks 20872 | 716m | 29 blk/min | 22 links to repair
[960/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_57/part_03.md | blocks 20885 | 716m | 29 blk/min | 11 links to repair
[961/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_57/part_04.md | blocks 20909 | 717m | 29 blk/min | 9 links to repair
[962/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_57/part_05.md | blocks 20923 | 717m | 29 blk/min | 9 links to repair
[963/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_58/part_01.md | blocks 20951 | 719m | 29 blk/min | 12 links to repair
[964/2685] ok Authors/Dickens/Atomized/Dombey_and_Son/Chapter_58/part_03.md | blocks 20982 | 719m | 29 blk/min | 16 links to repair
